Year,Name,team,salary,bloodType,height,weight,UniformNum,position,Games,AtBats,Hit,HR,Win,Lose,Save,Hold
2025年度,藤岡　裕大,Lotte,8500,O型,178,86,7,内野手,13,46,10,0,NA,NA,NA,NA
2025年度,佐藤　都志也,Lotte,8000,B型,181,91,32,捕手,11,32,2,1,NA,NA,NA,NA
2025年度,田村　龍弘,Lotte,7000,A型,172,81,27,捕手,4,10,1,0,NA,NA,NA,NA
2025年度,岡　大海,Lotte,7000,B型,185,80,25,外野手,11,34,10,1,NA,NA,NA,NA
2025年度,角中　勝也,Lotte,6600,A型,180,85,3,外野手,7,8,2,0,NA,NA,NA,NA
2025年度,鈴木　昭汰,Lotte,5400,A型,175,80,47,投手,6,NA,NA,NA,0,0,1,2
2025年度,藤原　恭大,Lotte,4700,B型,181,80,1,外野手,10,31,10,0,NA,NA,NA,NA
2025年度,安田　尚憲,Lotte,4500,A型,188,100,5,内野手,2,1,0,0,NA,NA,NA,NA
2025年度,横山　陸人,Lotte,3800,O型,180,90,60,投手,6,NA,NA,NA,0,0,0,2
2025年度,髙部　瑛斗,Lotte,3300,A型,178,72,38,外野手,15,54,14,0,NA,NA,NA,NA
2025年度,小野　郁,Lotte,3000,AB型,175,78,37,投手,6,NA,NA,NA,0,1,0,0
2025年度,友杉　篤輝,Lotte,3000,A型,171,70,4,内野手,10,12,1,0,NA,NA,NA,NA
2025年度,和田　康士朗,Lotte,2500,B型,185,77,63,外野手,8,1,0,0,NA,NA,NA,NA
2025年度,小川　龍成,Lotte,2500,O型,171,74,57,内野手,11,22,4,0,NA,NA,NA,NA
2025年度,菊地　吏玖,Lotte,2000,A型,183,93,28,投手,6,NA,NA,NA,0,0,0,0
2025年度,茶谷　健太,Lotte,2000,O型,186,88,67,内野手,6,3,1,0,NA,NA,NA,NA
2025年度,上田　希由翔,Lotte,1650,O型,183,96,10,内野手,11,29,4,0,NA,NA,NA,NA
2025年度,西川　史礁,Lotte,1600,A型,182,88,6,外野手,10,38,5,0,NA,NA,NA,NA
2025年度,中森　俊介,Lotte,1600,AB型,182,90,56,投手,4,NA,NA,NA,1,1,0,0
2025年度,高野　脩汰,Lotte,1250,B型,184,88,34,投手,2,NA,NA,NA,0,0,0,2
2025年度,田中　晴也,Lotte,1100,不明,186,92,35,投手,2,NA,NA,NA,1,1,0,0
2025年度,石垣　雅海,Lotte,900,B型,181,88,43,内野手,3,7,2,0,NA,NA,NA,NA
2025年度,木村　優人,Lotte,600,B型,184,92,53,投手,4,NA,NA,NA,1,0,0,1
2025年度,寺地　隆成,Lotte,550,O型,177,82,65,捕手,5,13,4,2,NA,NA,NA,NA
2025年度,山本　大斗,Lotte,500,A型,180,88,61,外野手,4,14,2,1,NA,NA,NA,NA
